index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
861,생선 파피요트,기타,일품,162,9.5,22.1,4,881.6,http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310094914_1615337354153.jpg,양파(⅓개)  파프리카(⅓개)  레몬(1개)  방울토마토(4개)  손질된 흰살생선(½마리)  대하(2마리)  바지락(4개)  월계수잎(3장)  타임(4~5줄기)  소금(2g)  후춧가루(1g)  화이트와인(15g)  올리브유(10g),해산물을 활용해 따로 간을 하지 않아도 맛있는 요리를 만들 수 있어요.,1. 양파  파프리카는 채 썰고  레몬은 얇게 썰고  방울토마토는 2등분한다.||2. 손질된 흰살생선에 밑간한다.||3. 종이 포일에 채 썬 양파를 깐 뒤 밑간한 생선 → 손질한 파프리카 → 레몬 → 방울토마토 순으로 올린다.||4. 대하  바지락  월계수잎  타임을 올린 뒤 화이트와인과 올리브유를 뿌린다.||5. 종이 포일로 감싸고 200℃로 예열한 오븐에 15~25분간 굽는다.,0,양파 파프리카 레몬 방울토마토 흰살생선 대파 바지락 울계수잎 타임 소금 후추 화이트와인 올리브유
862,시금치 후무스,끓이기,기타,195.8,27.3,9.4,5.4,34.5,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr98fz,[ 2인분 ] 대파(15cm)  시금치(1줌=60g)  불린 병아리콩(½컵)  우유(1컵)  올리브유(0.5Ts)  천일염(0.5Ts)  라임즙(0.3Ts)  백후춧가루(약간)  넛맥가루(약간),칼륨 함량이 높은 시금치는 나트륨 배출에 도움을 줘요. 라임즙을 넣어 맛의 심심함을 보완했어요.,1. 대파는 송송 썰고  시금치는 깨끗하게 씻어 물기를 제거한다.||2. 약한 불로 달군 팬에 올리브유를 두른 뒤 불린 병아리콩을 넣고 3분간 볶는다.||3. 물(5컵)을 부어 중간 불로 삶고  물이 졸아들면 우유를 넣은 뒤 양이 절반이 될 때까지 졸인다.||4. 끓는 소금물(물5컵+천일염0.5Ts)에 시금치를 넣어 5분간 데치고  찬물에 담가 헹군 뒤 물기를 꼭 짠다.||5. 믹서에 병아리콩조림  데친 시금치  라임즙  백후춧가루  넛맥가루를 넣어 곱게 갈아 마무리한다.,0,대파 시금치 병아리콩 우유 올리브유 천일염 라임즙 백후춧가루 넛맥가루
863,매생이조랭이떡국,끓이기,국&찌개,380.8,77.3,11.2,2.1,637.3,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102002_1416273602643.jpg,조랭이떡 140g  매생이 15g  굴 30g  파 5g  다진 마늘 2g  국멸치 3g  국간장 1g  소금 0.2g  물 300g,매생이를 씻을 때 흘러내려 가지 않도록 고운체나 소쿠리에 받쳐 씻는다. 굴은 맹물에 씻으면 영양분이 없어지므로 찬 소금물에 헹구듯 가볍게 씻으면서 껍질이나 돌을 제거한다.,1. 냄비에 물 1컵 반과 국멸치를 넣고 끓여 멸치국물 1컵을 낸다.||2. 매생이는 물로 서너 번 헹궈 고운체에 받쳐 물기를 제거한다.||3. 굴에 소금을 넣고 으깨지지 않도록 살살 주무른 후 물로 서너 번 헹궈 체에 받친다.||4. 파는 얇게 어슷썰고  마늘은 다진다.||5. 멸치국물에 조랭이떡  매생이  굴을 넣고 끓인다.||6.  파와 다진 마늘을 넣고 한소끔 끓이고  국간장과 소금으로 간하여 마무리한다.,0,조랭이떡 매생이 굴 파 마늘 국멸치 국간장 소금 물
864,문어핫바,굽기,후식,191.5,22.3,11,6.7,324.6,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102003_1416273603782.jpg,문어 50g  톳 5g  감자 20g  당근 5g  양파 5g  우리밀가루 20g  다진 마늘 2g  후춧가루 0.1g  토마토케첩 5g  허니머스터드소스 5g  현미유 5g,문어반죽이 잘 뭉쳐지지 않으면 밀가루와 물로 농도를 조절한다. 핫바의 모양을 여러 가지로 만들어 응용할 수 있다.,1. 손질한 문어를 데친다.||2. 양파와 감자를 적당한 크기로 자르고 톳과 당근은 잘게 다진다.||3. 데친 문어와 양파  감자를 믹서기에 넣고 간다.||4. 2와 3에 우리밀가루  다진 마늘  후춧가루를 넣고 반죽을 치대 직사각형 모양을 만든다.||5. 팬에 현미유를 두르고 4의 문어를 넣고 지진 후 꼬치에 끼운다.||6. 토마토케첩과 허니머스터드소스를 곁들인다.,0,문어 톳 감자 당근 양파 밀가루 마늘 후추 케첩 머스타드 현미유
865,매실장아찌와 과매기구이,굽기,반찬,230.2,16.7,13.5,12.1,412.7,,과메기 60g  매실장아찌 15g  양파 5g  다진 생강 1g  마늘 1g 고추장 10g  양파 5g  다진 마늘 3g  다진 파 3g  간장 2g  매실액 2g  고춧가루 1g  물 15g  통깨 0.1g  후춧가루 0.1g,과메기는 기름이 많아 팬에 기름을 두르지 않고 조리한다. 과메기는 생으로도 먹으므로 양념장을 입히는 정도로 팬에서 살짝만 구워낸다.,1. 과메기는 꼬리를 잘라낸다.||2. 다진 생강과 마늘즙을 내어 손질한 과메기 위에 뿌린다.||3. 고추장  다진 마늘  다진 파  매실액  고춧가루  후춧가루  물을 섞어 양념장을 만든다.||4. 매실장아찌는 채썬다.||5. 팬에 과메기를 놓고 고추장양념을 발라가며 살짝 굽는다.||6. 매실장아찌를 구운 과메기위에 올려 마무리한다.,0,
866,자색고구마호떡,굽기,후식,229.2,38.4,3.7,6.5,71.9,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102008_1416273608450.jpg,찹쌀 30g  자색고구마 20g  소금 0.2g  현미유 3g  물 17g  황설탕 7g  검정깨 2g  땅콩 2g  호두 2g  찹쌀가루 0.5g  계피가루 0.2g ,찹쌀가루와 고구마에 수분이 적을 경우 반죽에 물을 넣어 농도를 조절한다,1. 찹쌀을 3~5시간 불린 후 물기를 제거하고 믹서기에 간다.||2. 고구마는 껍질을 벗기고 작게 썰어 찜통에 넣고 찐 후 으깬다.||3. 검정깨는 믹서기에 갈고  호두와 땅콩은 굵게 다지고 황설탕과 찹쌀가루를 함께 섞어 호떡소를 만든다.||4. 으깬 고구마에 찹쌀가루를 넣고 반죽을 한다.||5. 4의 반죽을 동그랗게 빚어 3의 호떡소를 넣고 둥글납작하게 만든다.||6. 팬에 현미유를 두르고 호떡을 눌러가며 앞뒤로 굽는다.,0,찹쌀 자색고구마 소금 현미유 물 설탕 검정깨 땅콩 호두 찹쌀가루 계피가루
867,김치밥그라탕,굽기,밥,515.1,69.3,14.5,18.9,679.8,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102011_1416273611901.jpg,밥 180g  배추김치(줄기부분) 30g  양파 20g  생 표고버섯 40g  방울토마토 200g  올리브유 12g  간장 4ml  피자치즈(모짜렐라) 30g  다진 실파 5g,김치는 흰 줄기부분만 사용하면 씹히는 맛이 있어 볶음밥에 더 잘 어울린다. 실파 대신 다진 파슬리나 바질 등의 허브를 뿌려내도 잘 어울린다.,1. 김치  양파  버섯은 다진다.||2. 방울토마토는 4등분한다.||3. 팬에 올리브유를 두르고 김치  양파  버섯  토마토를 볶는다.||4. 밥을 넣어 볶은 뒤 간장으로 간한다.||5. 3  4를 그릇에 담고 피자치즈를 올려 전자렌지에 치즈가 녹을 정도로 익힌다.||6. 실파를 뿌려 마무리한다.,0,밥 배추김치 양파 생표고버섯 방울토마토 올리브유 간장 모짜렐라치즈 실파
868,누룽지굴죽,끓이기,밥,239.3,47.9,8.4,2.9,337.6,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102012_1416273612744.jpg,굴 50g  누룽지 50 g 다시마국물(건다시마 2개  물 450ml)  부추 10g  간장 3g  참기름 2g  파래김 0.5g,다시마국물 만들기: 찬물에 다시마를 넣어 부드러워 지면 10분간 끓여서 국물만 받아 사용한다.,1. 굴은 소금물에 흔들어 씻어 굵게 다진다.||2. 부추는 씻어 송송 썬다.||3. 누룽지에 다시마국물을 넣고 2분간 불린 뒤 끓인다.||4. 누룽지가 거의 퍼졌을 때 굴을 넣고 살짝 끓인다.||5. 죽이 퍼지면 부추를 넣고 잠시 끓인다.||6. 그릇에 담고 구운 파래김을 부스러뜨려 얹어낸다.,0,굴 누룽지 건다시마 물 부추 간장 참기름 파래김
869,콩비지완자탕,끓이기,국&찌개,154.6,16.5,9.7,5,699,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102014_1416273614929.jpg,[완자] 콩비지 50g  다진 돼지고기(기름기 없는 부위) 25g  깍두기 5g  새우젓 2.5g  계란 5개  감자전분 10g  후추 0.02g  다진 파 4g  다진 마늘 2g [국물] 멸치다시마국물(물 300ml  건멸치 2.5g  건다시마 2g)  청경채 20g  어슷 썬 대파 5g  다진 마늘 1g  국간장 5ml,멸치다시마국물 만드는 법: 찬물에 다시마를 넣고 부드러워지면 멸치를 넣고 30분간 끓여 건더기를 건져내고 국물만 받아 사용한다. 먹다 남은 깍두기를 다져 넣으면 음식물 쓰레기를 줄일 수 있다.,1. 콩비지를 체에 받혀 물기를 제거한다.||2. 깍두기와 새우젓을 잘게 다진다.||3. 1에 다진 돼지고기  깍두기  새우젓  계란  전분  후추  파  마늘을 넣고 치댄다.||4. 치댄 반죽을 한입 크기로 동그랗게 완자를 빚는다.||5. 냄비에 멸치다시마 국물을 넣고 끓으면 완자를 넣어 거품을 걷어가며 끓인다.||6. 완자가 익어서 떠오르면 청경채  대파  마늘을 넣고 살짝 끓여 국간장으로 간하여 불에서 내린다.,0,콩비지 다진 돼지고기 깍두기 새우젓 달걀 감자전분 후추 파 마늘 물 건멸치 건다시마 청경채 대파 국간장
870,돼지갈비구이와 백김치와인조림,굽기,반찬,252,13.1,13.8,13.7,446.7,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102015_1416273615804.jpg,주재료: 돼지등갈비 200g(갈비살 70g)  물 500ml  된장 2g  대파 10g  생강 3g  올리브유 4g  후추 0.02g  소금 0.38g  김치조림: 백김치 60g  적포도주 40ml  맛술 15g  꿀 3g,시어진 백김치와 마시고 남은 와인을 활용하면 음식물 쓰레기를 줄일 수 있다. 김치를 조리고 남은 소스에 구운 갈비를 넣어 살짝 조려서 소스 맛이 고기에 배게 하여 먹어도 맛있다.,1. 냄비에 물을 넣고 된장을 풀어 대파  생강을 넣고 끓인다.||2. 물이 끓으면 돼지갈비를 넣고 5분간 삶는다.||3. 백김치는 5cm 길이로 자른다.||4. 적포도주를 냄비에 넣고 불에 올려 알코올을 날려준 뒤 김치  맛술  꿀을 넣고 맛이 배도록 졸인다.||5. 삶아 낸 등갈비에 소금을 뿌리고 올리브유를 발라 팬에 구워낸다.||6. 구운 갈비에 백김치 와인조림을 곁들여 낸다.,0,돼지고기 등갈비 물 된장 대파 생강 올리브유 후추 소금 백김치 와인 맛술 꿀
871,오징어오곡밥순대,찌기,반찬,105,12.5,7.8,2.6,617.2,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102016_1416273616990.jpg,[주재료] 오징어 30g  오곡밥 30g  데친 취나물 10g  간장 3g  다진 마늘 2.5g  후추 0.01g  참기름 1g [소스] 데쳐서 다진 취나물 5g  청양고추 2g  간장 1.5g  참기름 1g  설탕 1g  다진 마늘 1g  된장 0.75g,먹다 남은 취나물이 있으면 따로 간 하지 않고 잘게 다져서 순대 속재료로 넣으면 된다. 취나물 대신 시래기 나물 등 다른 나물을 넣어도 맛있다. 오징어 속을 채울 때 어느 정도 여유를 두고 채워야 쪘을 때 속 재료가 터져 나오지 않는다.,1. 오징어는 다리를 떼 내서 내장과 눈을 제거하고  데친 취나물은 물기를 짜내고 다진다.||2. 오곡밥에 다진 취나물  간장  마늘  후추  참기름을 넣어 고루 섞는다.||3. 오징어 몸통에 양념한 밥을 넣어 이쑤시개로 끝을 고정시킨다.||4. 김이 오른 찜통에 오징어를 넣고 3분간 쪄낸다.||5. 소스 재료를 섞어 취나물된장소스를 만든다.||6. 쪄낸 오징어순대를 썰어 접시에 담고 소스를 곁들여 낸다.,0,오징어 오곡밥 취나물 간장 마늘 후추 참기름 청양고추 설탕 된장
872,코다리 양념구이,굽기,반찬,133,10,12.1,5.1,258.1,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102018_1416273618224.jpg,주재료: 코다리 50 g 누룽지가루 7.5g  콩기름 4g  다진 홍고추 2g  다진 실파 2g  양념장: 간장 3g  설탕 1.5g  맛술 1.25g  고운 고추가루 1g  간 양파 5g  다진 마늘 1g,4단계까지 준비해서 냉동해 두고 필요할 때 해동하여 양념장만 발라 구우면 바쁠 때요긴한 밑반찬이 된다. 부스러기 누룽지를 가루를 내어 튀김옷에 섞어 넣으면 고소한 맛이 한층 더해진다.,1. 코다리는 배를 갈라 길이로 2등분하여 뼈를 제거한다.||2. 손질한 코다리를 반으로 잘라 안쪽에 누룽지 가루를 묻힌다.||3. 분량의 재료를 섞어 양념장을 만든다.||4. 팬에 기름을 두르고 코다리를 굽는다.||5. 코다리에 양념장을 발라 다시 한번 살짝 굽는다.||6. 다진 홍고추와 실파를 뿌려 마무리한다.,0,코다리 누룽지가루 콩기름 홍고추 실파 간장 설탕 맛술 고춧가루 양파 마늘
873,대구버섯구이,굽기,반찬,197.9,14.9,13.3,9.5,237.6,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102019_1416273619379.jpg,주재료: 대구살 60g  소금 0.3g  흰후추 0.02g  찹쌀가루 12g  새송이버섯 40g  마늘 2g  올리브유 6g  베이비채소 5g  소스: 마요네즈 4g  와사비 갠 것1g  레몬즙 2g  후추 0.02g,여러 가지 버섯을 섞어 사용하면 다양한 색감과 향을 즐길 수 있다.,1. 대구살에 소금  흰후추를 뿌려 밑간 한 뒤 찹쌀가루를 가볍게 묻힌다. (a)||2. 버섯과 마늘을 얇게 썬다. (b)||3. 팬에 기름을 두르고 마늘을 볶아 향을 낸 뒤 마늘은 따로 건져두고 버섯을 굽는다. (c)||4. 팬에 기름을 두르고 1을 앞뒤로 노릇하게 굽는다. (d)||5. 분량의 재료를 섞어 소스를 만든다.||6. 접시에 대구  버섯  마늘을 켜켜이 담아 소스를 뿌리고 베이비채소를 곁들여 낸다.,0,대구살 소금 흰후추 찹쌀가루 새송이버섯 마늘 올리브유 베이비채소 마요네즈 고추냉이 레몬즙 후추
874,잔멸치땅콩볶음,볶기,반찬,145.6,7.8,7.4,9.8,352.7,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102020_1416273620679.jpg,땅콩 10g  잔멸치 10g  맛술 2.5g  올리브유 2g  건홍고추 1g  참기름 1g  콩기름 1g  다진 마늘 1g  굴소스 0.3g  두반장 1g  물엿 6g  통깨 0.5g,멸치는 약불에서 천천히 볶아야 딱딱하지 않고 부드럽게 볶아진다. 땅콩을 물에 불리면 물기를 머금어 질감이 훨씬 부드러워 진다.,1. 멸치를 마른팬에 넣고 볶는다.||2. 살짝 볶아낸 멸치에 올리브유와 맛술을 넣고 부드러워질 때까지 볶는다.||3. 땅콩을 찬물에 20분 담갔다 체에 건져 물기를 뺀다.||4. 건고추는 송송 썬다.||5. 팬에 올리브유  참기름  콩기름을 섞어 두르고 다진 마늘을 넣어 향을 낸 후 땅콩과 고추를 넣어 볶는다.||6. 볶은 멸치와 굴소스  두반장  물엿을 넣고 고루 섞은 다음 통깨를 뿌려낸다.,0,땅콩 잔멸치 맛술 올리브유 말린 홍고추 참기름 콩기름 마늘 굴소스 두반장 물엿 통깨
875,밥 샌드위치,기타,일품,322,50.6,14.9,8.1,476,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053753_1416213473486.jpg,맛살 50g  마요네즈 3g  오이 25g  밥 120g  치즈슬라이스 20g  검은깨 2g  소금 적당량,오이를 고추장양념이나 간장양념으로 변형시켜도 좋다.,1. 맛살을 잘게 다져 마요네즈와 소금을 넣고 버무린다.||2. 오이는 다져서 소금을 뿌려 놓았다가 면보에 짜서 수분을 제거한 뒤 마요네즈에 버무린다.||3. 밥에 소금을 넣어 버무린다.||4. 네모난 플라스틱 통에 랩을 깐다.||5. 4에 밥  치즈  밥  오이나 맛살  밥 순서로 얹어 꼭꼭 누른다.||6. 랩을 통째로 꺼내 칼로 조심스럽게 썰어 검은깨로 장식한다.,0,맛살 마요네즈 오이 밥 슬라이스치즈 검은깨 소금
876,버섯을 넣은 가지 라자냐,굽기,일품,136,14.8,8.1,5.1,243,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053754_1416213474657.jpg,돼지고기다진것 12g  느타리버섯 15g  표고버섯 10g  새송이버섯 15g  가지 15g  밀가루 6g  버터 0.5g  우유 25g  파마산치즈 3g  모짜렐라 치즈 7g  토마토소스 20g  바질 2g  오레가노 0.5g  빵가루 4g,라자냐에 돼지고기 대신 닭고기를 사용해도 좋다.,1. 가지에 세로로 칼집을 넣어 소금을 뿌린다.||2. 표고버섯  느타리버섯은 채 썰고 새송이버섯은 세로로 자른다.||3. 돼지고기를 곱게 다진 뒤 볶는다.||4. 팬에 버터를 넣어 녹으면 밀가루를 넣고 볶아서 루를 만든 뒤 우유를 넣어 화이트소스를 만든다.||5. 오븐용기에 화이트소스를 깔고 그 위에 가지를 올린 뒤 가지 사이에 버섯  토마토소스  화이트소스  버섯을 넣는다.||6. 남은 화이트소스와 치즈  빵가루 순으로 얹고 180℃로 예열된 오븐에서 윗면이 노릇한 색이 나도록 굽는다.,0,다진 돼지고기 느타리버섯 표고버섯 새송이버섯 가지 밀가루 버터 우유 파마산치즈 모짜렐라치즈 토마토소스 바질 오레가노 빵가루
877,생선찜 채소말이,찌기,반찬,163,1838,15.5,3.4,346,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053756_1416213476798.jpg,흰살 생선 70g  죽순 20g  청피망 15g  홍피망 15g  건표고버섯 10g  전분 5g  치즈슬라이스 10g  참기름 적당량  소금 적당량  흰후춧가루 적당량 [소스] 잣 3g  물 4g  설탕 3g  레몬즙 3g  간장 2g  소금적당량,생선을 말 때는 껍질부분이 안으로 들어가게 말아야 보기에도 좋고 잘 풀러지지 않는다.,1. 흰 살 생선을 얇게 포를 떠서 소금과 흰 후춧가루로 밑간을 한 뒤 생선살의 물기를 제거한다.||2. 죽순은 5cm 길이로 채 썬 뒤 끓는 물에 데쳐 소금과 참기름으로 무치고 청  홍피망은 같은 길이로 채썰어 팬에 볶으면서 소금 간 한다.||3. 건 표고버섯을 불려서 얇게 포를 떠 채 썬 뒤 소금과 참기름으로 무쳐서 볶고 슬라이스 치즈도 같은 길이로 채 썬다.||4. 1의 생선살을 2장씩 겹쳐 놓고 전분을 위에 뿌려 준비한 속 재료를 올려 돌돌 말아준 뒤 겉면에서 전분을 묻혀 찜통에서 8분간 찐다.||5. 믹서에 잣과 물  설탕  소금  레몬즙  간장을 넣고 뽀얗게 즙이 나도록 소스를 만든다.||6. 완성된 찜에 소스를 곁들여 낸다.,0,흰살생선 죽순 피망 건표고버섯 전분 슬라이스치즈 참기름 소금 흰후춧가루 잘 물 설탕 레몬즙 간장
